0.5,12.208,12.011,12.11,160,13.213,0.5,11.512,11.592,11.552,160,13.85
0.6,10.088,9.9161,10.002,160,15.997,0.6,9.6654,9.7643,9.7148,160,16.47
0.7,8.5107,8.3689,8.4398,160,18.958,0.7,8.39,8.3965,8.3933,160,19.063
0.8,7.378,7.348,7.363,160,21.73,0.8,7.2012,7.2688,7.235,160,22.115
0.9,6.627,6.5121,6.5695,160,24.355,0.9,6.4396,6.5042,6.4719,160,24.722
1,5.8741,5.8332,5.8536,160,27.334,1,5.7833,5.8598,5.8215,160,27.484
